dataset_id,cell_count,unique_cell_types,tissues,diseases,tissue_general_query,collection_name,collection_doi,dataset_title,dataset_h5ad_path,dataset_total_cell_count
8f10185b-e0b3-46a5-8706-7f1799225d79,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell transcriptomic atlas for adult human retina,10.1016/j.xgen.2023.100298,Bipolar cells in human retina,8f10185b-e0b3-46a5-8706-7f1799225d79.h5ad,53040
8f3e7fcf-0b16-4a29-a5f1-a7a8b267d689,0,0,,,blood;brain;intestine;kidney;liver;lung,Cellular heterogeneity and dynamics of the human uterus in healthy premenopausal women,10.1073/pnas.2404775121,All cells type from five healthy donors,8f3e7fcf-0b16-4a29-a5f1-a7a8b267d689.h5ad,50992
8f48c031-6692-4c82-b6c2-e4ad35cbc0aa,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Supercluster: LAMP5-LHX6 and Chandelier,8f48c031-6692-4c82-b6c2-e4ad35cbc0aa.h5ad,45118
8f4f8502-9170-4ac2-9707-3b6985ebfe5f,0,0,,,blood;brain;intestine;kidney;liver;lung,Transcriptomic and spatial dissection of human ex vivo right atrial tissue reveals proinflammatory microvascular changes in ischemic heart disease,10.1016/j.xcrm.2024.101556,CAREBANK,8f4f8502-9170-4ac2-9707-3b6985ebfe5f.h5ad,221756
8faa2c07-0080-4627-b1d7-e645a780d752,0,0,,,blood;brain;intestine;kidney;liver;lung,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",10.1002/hep4.1854,Healthy human liver: hepatocytes,8faa2c07-0080-4627-b1d7-e645a780d752.h5ad,50259
8fbed309-d3d4-441b-b3ff-e2dcbcec2d35,57918,21,lung,chronic obstructive pulmonary disease;normal,blood;brain;intestine;kidney;liver;lung,Anomalous Epithelial Variations and Ectopic Inflammatory Response in Chronic Obstructive Pulmonary Disease,10.1165/rcmb.2021-0555OC,Anomalous Epithelial Variations and Ectopic Inflammatory Response in Chronic Obstructive Pulmonary Disease,8fbed309-d3d4-441b-b3ff-e2dcbcec2d35.h5ad,57918
8fcf0ccc-67b2-43a3-90be-075f85169bef,0,0,,,blood;brain;intestine;kidney;liver;lung,SARS-CoV-2 receptor ACE2 and TMPRSS2 are primarily expressed in bronchial transient secretory cells,10.15252/embj.20105114,Airway,8fcf0ccc-67b2-43a3-90be-075f85169bef.h5ad,17451
8ff0cef9-393e-43de-9722-a1e12c239727,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,Honeycomb-rep1,8ff0cef9-393e-43de-9722-a1e12c239727.h5ad,7750
900fdf13-150d-4695-9f8c-4c09105ba2eb,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Pons (Pn) - efferent nuclei of cranial nerves in pons - PnEN,900fdf13-150d-4695-9f8c-4c09105ba2eb.h5ad,47416
9038a71d-81a7-4bc7-82c2-186c26d5c3d6,0,0,,,blood;brain;intestine;kidney;liver;lung,Human skeletal muscle ageing atlas,10.1038/s43587-024-00613-3,MuSCs,9038a71d-81a7-4bc7-82c2-186c26d5c3d6.h5ad,17528
90d4a63b-5c02-43eb-acde-c49345681601,0,0,,,blood;brain;intestine;kidney;liver;lung,A molecular atlas of the human postmenopausal fallopian tube and ovary from single-cell RNA and ATAC sequencing,10.1016/j.celrep.2022.111838,Fallopian tube RNA,90d4a63b-5c02-43eb-acde-c49345681601.h5ad,60574
91b2327d-e3f3-4f63-b446-20774d20fc33,0,0,,,blood;brain;intestine;kidney;liver;lung,Comprehensive cell atlas of the first-trimester developing human brain,10.1126/science.adf1226,ClassOligo,91b2327d-e3f3-4f63-b446-20774d20fc33.h5ad,6190
91cc8f50-9c9e-4d9b-84fe-fcd59f852bba,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell integration reveals metaplasia in inflammatory gut diseases,10.1038/s41586-024-07571-1,Healthy - Mesenchymal (first trimester),91cc8f50-9c9e-4d9b-84fe-fcd59f852bba.h5ad,117094
92161459-9103-4379-ae34-73a38eee1d1d,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,10.1038/s41593-022-01061-1,Human Nurr-Positive Nuclei 10x scRNA-seq,92161459-9103-4379-ae34-73a38eee1d1d.h5ad,80576
93091496-be48-4122-b945-9af9c22a7535,28718,1,brain,normal,blood;brain;intestine;kidney;liver;lung,HVS: Human variation study,10.1126/science.adf2359,Vip - neocortex: Human variation study (HVS),93091496-be48-4122-b945-9af9c22a7535.h5ad,28718
93131426-0124-4ab4-a013-9dfbcd99d467,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Epithalamus - ETH,93131426-0124-4ab4-a013-9dfbcd99d467.h5ad,24327
93325b5c-19bb-4481-aeda-738209650945,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Oral and Craniofacial Cell Atlas,10.1101/2024.12.01.626279,Buccal and Labial Atlas,93325b5c-19bb-4481-aeda-738209650945.h5ad,29478
933497dc-7592-4532-9056-b9941547b3ac,0,0,,,blood;brain;intestine;kidney;liver;lung,A single-cell and spatially resolved atlas of human breast cancers,10.1038/s41588-021-00911-1,A single-cell and spatially-resolved atlas of human breast cancers - T_cells,933497dc-7592-4532-9056-b9941547b3ac.h5ad,35214
9372df2d-13d6-4fac-980b-919a5b7eb483,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Midbrain (M) - Periaqueductal gray and nearby nuclei - PAG,9372df2d-13d6-4fac-980b-919a5b7eb483.h5ad,33794
939d235c-50bd-41e1-83f5-d056d1aeae47,0,0,,,blood;brain;intestine;kidney;liver;lung,A spatial human thymus cell atlas mapped to a continuous tissue axis,10.1038/s41586-024-07944-6,thymus scRNA-seq atlas - B cell subset,939d235c-50bd-41e1-83f5-d056d1aeae47.h5ad,3460
93a3b257-359b-4266-b23f-64875d37a9e3,0,0,,,blood;brain;intestine;kidney;liver;lung,A spatial human thymus cell atlas mapped to a continuous tissue axis,10.1038/s41586-024-07944-6,thymus scRNA-seq atlas - fibroblast subset,93a3b257-359b-4266-b23f-64875d37a9e3.h5ad,20779
93cb76aa-a84b-4a92-8e6c-66a914e26d4c,0,0,,,blood;brain;intestine;kidney;liver;lung,Transcriptomic cytoarchitecture reveals principles of human neocortex organization,10.1126/science.adf6812,Dissection: Primary somatosensory cortex (S1),93cb76aa-a84b-4a92-8e6c-66a914e26d4c.h5ad,153159
9434b020-de42-43eb-bcc4-542b2be69015,0,0,,,blood;brain;intestine;kidney;liver;lung,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,DCM/ACM heart cell atlas: Macrophages,9434b020-de42-43eb-bcc4-542b2be69015.h5ad,59217
94423ec1-21f8-40e8-b5c9-c3ea82350ca4,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,UMAP of Myeloid cells,94423ec1-21f8-40e8-b5c9-c3ea82350ca4.h5ad,3282
949573c7-2610-450d-8aaa-d4de4842901c,0,0,,,blood;brain;intestine;kidney;liver;lung,Human subcutaneous and visceral adipocyte atlases uncover classical and non-classical adipocytes and depot-specific patterns,10.1038/s41588-024-02048-3,snRNA-seq of human visceral adipose tissue - adipocytes integrated with emont et al,949573c7-2610-450d-8aaa-d4de4842901c.h5ad,26935
949ec7fc-ac54-47c9-bb6f-ee9e67688cce,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Cerebral cortex (Cx) - Short insular gyri - Granular insular cortex - Ig,949ec7fc-ac54-47c9-bb6f-ee9e67688cce.h5ad,38937
94c41723-b2c4-4b59-a49a-64c9b851903e,0,0,,,blood;brain;intestine;kidney;liver;lung,Resolving cellular and molecular diversity along the hippocampal anterior-to-posterior axis in humans,10.1016/j.neuron.2021.05.003,snRNA-seq of human anterior and posterior hippocampus,94c41723-b2c4-4b59-a49a-64c9b851903e.h5ad,129905
95ce06a0-7de9-4ab2-bcd1-a6625f55e7e3,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human retina,10.1101/2023.11.07.566105,snRNA-seq of human retina - retinal ganglion cell subset,95ce06a0-7de9-4ab2-bcd1-a6625f55e7e3.h5ad,372816
95d3b0fb-b8a7-4bec-a2e8-cded3222ff07,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-nucleus transcriptome analysis reveals cell-type-specific molecular signatures across reward circuitry in the human brain,10.1016/j.neuron.2021.09.001,HPC region,95d3b0fb-b8a7-4bec-a2e8-cded3222ff07.h5ad,10268
960ecd06-e7c2-463d-9a5b-6832994376c6,0,0,,,blood;brain;intestine;kidney;liver;lung,Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,10.1038/s41590-025-02241-4,Immune aging project - t cell subset,960ecd06-e7c2-463d-9a5b-6832994376c6.h5ad,610429
9613ef7c-dec7-4d68-acbe-1ffa7f57fde5,0,0,,,blood;brain;intestine;kidney;liver;lung,Profiling of epithelial functional states and fibroblast phenotypes in hormone therapy-naïve localised prostate cancer,10.1101/2024.10.23.619925,Single-cell atlas of 24 hormone therapy naive localised prostate cancers -- T-cells subset,9613ef7c-dec7-4d68-acbe-1ffa7f57fde5.h5ad,19033
963a08cb-d995-4862-9614-f9d38a7d7540,0,0,,,blood;brain;intestine;kidney;liver;lung,Single Cell Multiome Atlas of the Human Fetal Retina,10.1038/s41467-024-50853-5,snRNA-seq of the developing human retina,963a08cb-d995-4862-9614-f9d38a7d7540.h5ad,226506
965386e9-1e4f-466d-bf59-ebdca4b66b9b,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell RNA sequencing of bone marrow mononuclear cells from healthy donors and B-cell lymphoma patients following CD19 CAR T-cell therapy,10.1016/j.xcrm.2023.101158,Single cell RNA sequencing of bone marrow mononuclear cells from healthy donors and B-cell lymphoma patients following CD19 CAR T-cell therapy,965386e9-1e4f-466d-bf59-ebdca4b66b9b.h5ad,92676
968885c5-b652-48d9-9006-c34b5fc1c07a,0,0,,,blood;brain;intestine;kidney;liver;lung,Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro,10.1038/s41588-021-00972-2,Non-pregnant Uterus (Endometrium - Epithelial),968885c5-b652-48d9-9006-c34b5fc1c07a.h5ad,10729
96a3f64b-0ee9-40d8-91e9-813ce38261c9,0,0,,,blood;brain;intestine;kidney;liver;lung,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,96a3f64b-0ee9-40d8-91e9-813ce38261c9.h5ad,239696
96baf2e0-60c5-48cf-b1d1-cba657851507,0,0,,,blood;brain;intestine;kidney;liver;lung,Human subcutaneous and visceral adipocyte atlases uncover classical and non-classical adipocytes and depot-specific patterns,10.1038/s41588-024-02048-3,snRNA-seq of human visceral adipose tissue - all cells,96baf2e0-60c5-48cf-b1d1-cba657851507.h5ad,83731
975e13b6-bec1-4eed-b46a-9be1f1357373,0,0,,,blood;brain;intestine;kidney;liver;lung,Human breast cell atlas,10.1038/s41588-024-01688-9,HBCA - epithelial,975e13b6-bec1-4eed-b46a-9be1f1357373.h5ad,352496
975fd2d3-1982-47a1-9ef7-8cde3345f219,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human retina,10.1101/2023.11.07.566105,snRNA-seq of human retina - bipolar cell subset,975fd2d3-1982-47a1-9ef7-8cde3345f219.h5ad,691008
978a566a-dc27-478d-b306-26daba116c1f,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human trabecular meshwork and ciliary body,,snRNA-seq of human ocular anterior segment: trabecular meshwork and ciliary body,978a566a-dc27-478d-b306-26daba116c1f.h5ad,1102250
97a17473-e2b1-4f31-a544-44a60773e2dd,0,0,,,blood;brain;intestine;kidney;liver;lung,Tabula Sapiens,10.1126/science.abl4896,Tabula Sapiens - Epithelium,97a17473-e2b1-4f31-a544-44a60773e2dd.h5ad,228032
97d9238c-1a39-4873-b0bb-963ec2d788e6,0,0,,,blood;brain;intestine;kidney;liver;lung,MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,10.1038/s41586-022-05496-1,MSK SPECTRUM - Dendritic cells,97d9238c-1a39-4873-b0bb-963ec2d788e6.h5ad,24025
98113e7e-f586-4065-a26a-60aa702f8d1c,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Supercluster: Deep-layer intratelencephalic,98113e7e-f586-4065-a26a-60aa702f8d1c.h5ad,228467
9813a1d4-d107-459e-9b2e-7687be935f69,23197,1,brain,Alzheimer disease;normal,blood;brain;intestine;kidney;liver;lung,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease,10.1016/j.neuron.2022.06.021,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Inhibitory,9813a1d4-d107-459e-9b2e-7687be935f69.h5ad,23197
98219f72-0f9a-4de9-a859-c81834f24ab1,0,0,,,blood;brain;intestine;kidney;liver;lung,Developmental Regulation of Endothelial-to-Hematopoietic Transition from iPSCs,10.1101/2024.09.24.612755,"sci-RNA-seq, Day 7-21 iPSC-Derived Embryoid Bodies (Wellington et al. 2024)",98219f72-0f9a-4de9-a859-c81834f24ab1.h5ad,166085
983d5ec9-40e8-4512-9e65-a572a9c486cb,0,0,,,blood;brain;intestine;kidney;liver;lung,Tabula Sapiens,10.1126/science.abl4896,Tabula Sapiens - Blood,983d5ec9-40e8-4512-9e65-a572a9c486cb.h5ad,85233
98f5d518-1e60-4307-b732-ab045cd3cbc2,0,0,,,blood;brain;intestine;kidney;liver;lung,"Cortical brain samples from C9-ALS, C9-ALS/FTD, C9-FTD patients and age matched controls",10.1007/s00401-023-02599-5,"Frontal cortex samples from C9-ALS, C9-ALS/FTD and age matched control brains",98f5d518-1e60-4307-b732-ab045cd3cbc2.h5ad,160658
9940f951-3dc0-4579-bbb2-2392786e59a3,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Oligodendrocyte - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),9940f951-3dc0-4579-bbb2-2392786e59a3.h5ad,145995
9968be68-ab65-4a38-9e1a-c9b6abece194,51984,20,liver;lung,normal,blood;brain;intestine;kidney;liver;lung,Charting human development using a multi-endodermal organ atlas and organoid models,10.1016/j.cell.2021.04.028,Developing Human Atlas,9968be68-ab65-4a38-9e1a-c9b6abece194.h5ad,155232
99950e99-2758-41d2-b2c9-643edcdf6d82,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell RNA sequencing of follicular lymphoma,10.1158/2643-3230.BCD-21-0075,Single cell RNA sequencing of follicular lymphoma,99950e99-2758-41d2-b2c9-643edcdf6d82.h5ad,137147
99e317c0-1fab-4f73-b511-859e752fd1c3,0,0,,,blood;brain;intestine;kidney;liver;lung,Sex-Specific Control of Human Heart Maturation by the Progesterone Receptor,10.1161/CIRCULATIONAHA.120.051921,Sex-Specific Control of Human Heart Maturation by the Progesterone Receptor.,99e317c0-1fab-4f73-b511-859e752fd1c3.h5ad,51176
99efb290-fbe3-4739-909d-859e058f54aa,0,0,,,blood;brain;intestine;kidney;liver;lung,Human subcutaneous and visceral adipocyte atlases uncover classical and non-classical adipocytes and depot-specific patterns,10.1038/s41588-024-02048-3,snRNA-seq of human subcutaneous adipose tissue - adipocytes,99efb290-fbe3-4739-909d-859e058f54aa.h5ad,12205
9a281de7-cee5-4e80-8584-1929f46f152f,0,0,,,blood;brain;intestine;kidney;liver;lung,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,Iris,9a281de7-cee5-4e80-8584-1929f46f152f.h5ad,57422
9a64bf99-ebe5-4276-93a8-bee9dff1cd47,0,0,,,blood;brain;intestine;kidney;liver;lung,A human breast atlas integrating single-cell proteomics and transcriptomics,10.1016/j.devcel.2022.05.003,Single-Cell RNA Sequencing of Breast Tissues: Cell Subtypes and Cancer Risk Factors,9a64bf99-ebe5-4276-93a8-bee9dff1cd47.h5ad,52681
9a7c80a5-c81a-4c94-8fc8-2517dfb8c9c3,0,0,,,blood;brain;intestine;kidney;liver;lung,Spatially organized multicellular immune hubs in human colorectal cancer,10.1016/j.cell.2021.08.003,B cells,9a7c80a5-c81a-4c94-8fc8-2517dfb8c9c3.h5ad,25660
9aef5aa0-03b0-4d74-a7b3-64b80184ea1d,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Oral and Craniofacial Cell Atlas,10.1101/2024.12.01.626279,Gland Immune Atlas,9aef5aa0-03b0-4d74-a7b3-64b80184ea1d.h5ad,6362
9b188f26-c8e1-4a78-af15-622a35a371fc,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,UMAP of Fibroblasts cells,9b188f26-c8e1-4a78-af15-622a35a371fc.h5ad,5754
9b686bb6-1427-4e13-b451-7ee961115cf9,0,0,,,blood;brain;intestine;kidney;liver;lung,"Evolution of cellular diversity in primary motor cortex of human, marmoset monkey, and mouse",10.1038/s41586-021-03465-8,Evolution of cellular diversity in primary motor cortex of human - non-neurons,9b686bb6-1427-4e13-b451-7ee961115cf9.h5ad,1705
9ba03780-4b13-44bc-a7d3-ce532ea0a856,0,0,,,blood;brain;intestine;kidney;liver;lung,Tabula Sapiens,10.1126/science.abl4896,Tabula Sapiens - Stomach,9ba03780-4b13-44bc-a7d3-ce532ea0a856.h5ad,33064
9bf9dd7d-e23e-49ee-95cc-11df3bd61769,0,0,,,blood;brain;intestine;kidney;liver;lung,Spatially organized multicellular immune hubs in human colorectal cancer,10.1016/j.cell.2021.08.003,Immune cells,9bf9dd7d-e23e-49ee-95cc-11df3bd61769.h5ad,182548
9c1b5626-58df-4401-ae7b-f66d068c1551,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,10X_3-rep2,9c1b5626-58df-4401-ae7b-f66d068c1551.h5ad,7750
9c235282-2b6f-4f74-8f16-7d3ac1b51371,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell integration reveals metaplasia in inflammatory gut diseases,10.1038/s41586-024-07571-1,Extended - Myeloid cells,9c235282-2b6f-4f74-8f16-7d3ac1b51371.h5ad,50570
9c63201d-bfd9-41a8-bbbc-18d947556f3d,0,0,,,blood;brain;intestine;kidney;liver;lung,Transcriptomic cytoarchitecture reveals principles of human neocortex organization,10.1126/science.adf6812,Supercluster: MGE-derived interneurons,9c63201d-bfd9-41a8-bbbc-18d947556f3d.h5ad,185477
9cfee1e6-b24f-433d-a269-f01841655d6a,0,0,,,blood;brain;intestine;kidney;liver;lung,Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration,10.1016/j.celrep.2019.12.082,Retinal pigment epithelial cells of human eye,9cfee1e6-b24f-433d-a269-f01841655d6a.h5ad,1635
9d584fcb-a28a-4b91-a886-ceb66a88ef81,0,0,,,blood;brain;intestine;kidney;liver;lung,Cells of the adult human heart,10.1038/s41586-020-2797-4,Fibroblasts — Cells of the adult human heart,9d584fcb-a28a-4b91-a886-ceb66a88ef81.h5ad,59341
9d5df009-eb76-43a3-b6cd-22017cc53700,0,0,,,blood;brain;intestine;kidney;liver;lung,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,Spatiotemporal analysis of human intestinal development at single-cell resolution: All cells,9d5df009-eb76-43a3-b6cd-22017cc53700.h5ad,76592
9d8e5dca-03a3-457d-b7fb-844c75735c83,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-Nucleus Analysis of Human White Adipose Tissue Reveals Adipocyte Subsets with Distinct Metabolic Profiles,10.1101/2025.09.14.673351,Human abdominal subcutaneous and intraabdominal white adipose tissue - 22 integrated samples,9d8e5dca-03a3-457d-b7fb-844c75735c83.h5ad,72335
9dbab10c-118d-496b-966a-67f1763a6b7d,1406627,16,blood;lung,COVID-19;normal,blood;brain;intestine;kidney;liver;lung,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,10.1016/j.cell.2021.01.053,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,9dbab10c-118d-496b-966a-67f1763a6b7d.h5ad,1462702
9ddea8d9-cc4c-420a-90f6-880996f808d4,0,0,,,blood;brain;intestine;kidney;liver;lung,Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro,10.1038/s41588-021-00972-2,Non-pregnant Uterus (Endometrium - All),9ddea8d9-cc4c-420a-90f6-880996f808d4.h5ad,100307
9df60c57-fdf3-4e93-828e-fe9303f20438,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell transcriptional and chromatin accessibility profiling redefine cellular heterogeneity in the adult human kidney,10.1038/s41467-021-22368-w,Single cell transcriptional and chromatin accessibility profiling redefine cellular heterogeneity in the adult human kidney - RNAseq,9df60c57-fdf3-4e93-828e-fe9303f20438.h5ad,19985
