dataset_id,cell_count,unique_cell_types,tissues,diseases,tissue_general_query,collection_name,collection_doi,dataset_title,dataset_h5ad_path,dataset_total_cell_count
3b6ed41e-10a1-47dd-b995-8cde7d041fd6,0,0,,,blood;brain;intestine;kidney;liver;lung,"Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity",10.1002/hep4.1854,Healthy human liver: macrophages,3b6ed41e-10a1-47dd-b995-8cde7d041fd6.h5ad,3977
3b8b5de4-3aa1-4ac6-8890-8d03c8219981,0,0,,,blood;brain;intestine;kidney;liver;lung,"Cortical brain samples from C9-ALS, C9-ALS/FTD, C9-FTD patients and age matched controls",10.1007/s00401-023-02599-5,Frontal cortex samples from C9-FTD and age matched control brains,3b8b5de4-3aa1-4ac6-8890-8d03c8219981.h5ad,113106
3bfd5174-5b49-4e58-b233-ed0f4edd0bec,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,Fluent-rep3,3bfd5174-5b49-4e58-b233-ed0f4edd0bec.h5ad,7750
3c361813-5d5e-4868-bfe5-e7591e7b5381,0,0,,,blood;brain;intestine;kidney;liver;lung,Molecular and cellular evolution of the primate dorsolateral prefrontal cortex,10.1126/science.abo7257,Single-nucleus transcriptome data from the dlPFC: Human,3c361813-5d5e-4868-bfe5-e7591e7b5381.h5ad,172120
3c364ffe-d599-44d5-a77f-6c5fd7038cf6,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human optic nerve,,snRNA-seq of human optic nerve and optic nerve head - all cells,3c364ffe-d599-44d5-a77f-6c5fd7038cf6.h5ad,959629
3c4c21e0-00c9-4e9d-8cfd-62ebef62b8eb,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell RNA sequencing of the human embryonic meninges at 5-13 weeks post conception,,Epithelial,3c4c21e0-00c9-4e9d-8cfd-62ebef62b8eb.h5ad,9705
3c75a463-6a87-4132-83a8-c3002624394d,95064,24,blood,common variable immunodeficiency;normal,blood;brain;intestine;kidney;liver;lung,Single-cell Atlas of common variable immunodeficiency shows germinal center-associated epigenetic dysregulation in B-cell responses,10.1038/s41467-022-29450-x,Activated PBMCs - Expanded cohort CITE-seq,3c75a463-6a87-4132-83a8-c3002624394d.h5ad,95064
3cb646ab-d411-4e5b-89eb-082a786c953b,1350748,38,blood,normal,blood;brain;intestine;kidney;liver;lung,Multi-omic profiling reveals age-related immune dynamics in healthy adults,10.1038/s41586-025-09686-5,"Sound Life Older Adult Females, CMV-negative",3cb646ab-d411-4e5b-89eb-082a786c953b.h5ad,1350748
3d044b52-140a-4528-bf0d-a2dbef9e1f40,0,0,,,blood;brain;intestine;kidney;liver;lung,"Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function",10.1186/s40478-023-01568-z,white matter - vascular cells,3d044b52-140a-4528-bf0d-a2dbef9e1f40.h5ad,4880
3d0d6923-a2c4-476f-a53e-3b7bfa010d90,0,0,,,blood;brain;intestine;kidney;liver;lung,A spatially resolved single cell genomic atlas of the adult human breast,10.1038/s41586-023-06252-9,scRNA-seq data - fibroblasts,3d0d6923-a2c4-476f-a53e-3b7bfa010d90.h5ad,208390
3dc61ca1-ce40-46b6-8337-f27260fd9a03,71752,77,lung,normal,blood;brain;intestine;kidney;liver;lung,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,All cells,3dc61ca1-ce40-46b6-8337-f27260fd9a03.h5ad,71752
3de0ad6d-4378-4f62-b37b-ec0b75a50d94,0,0,,,blood;brain;intestine;kidney;liver;lung,LungMAP — Human data from a broad age healthy donor group,10.7554/eLife.62522,Single-cell multiomic profiling of human lungs across age groups,3de0ad6d-4378-4f62-b37b-ec0b75a50d94.h5ad,46500
3e4e2c8e-cd17-4ece-9141-1e7f4ce8da1f,0,0,,,blood;brain;intestine;kidney;liver;lung,The cellular landscape of breast cancer associated malignant pleural effusions,10.1002/ctm2.1356,Figure 2,3e4e2c8e-cd17-4ece-9141-1e7f4ce8da1f.h5ad,22414
3e524d45-2265-4440-b903-3c30d51a0b17,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial mapping Identify cell types and signaling Networks in the human ureter,10.1016/j.devcel.2022.07.004,Human adult ureter,3e524d45-2265-4440-b903-3c30d51a0b17.h5ad,30942
3e55180c-780a-4424-9434-5296640ffc0d,7774,10,brain,normal,blood;brain;intestine;kidney;liver;lung,"Single cell RNA-seq of slice explant cultures of human embryo telencephalon, cultured using the Organotypic Timelapse recording with Transcriptomic Readout (OTTR) protocol for 4-29 days",10.1101/2025.07.28.667119,CortexCulturesTwoWeeksInVitro,3e55180c-780a-4424-9434-5296640ffc0d.h5ad,7774
3e87b1fa-472a-401c-8fa8-f31c10437d5f,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Endothelial - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),3e87b1fa-472a-401c-8fa8-f31c10437d5f.h5ad,2069
3f1c0eb7-c2b2-435c-af1b-793670935fd9,0,0,,,blood;brain;intestine;kidney;liver;lung,Profiling of epithelial functional states and fibroblast phenotypes in hormone therapy-naïve localised prostate cancer,10.1101/2024.10.23.619925,Single-cell atlas of 24 hormone therapy naive localised prostate cancers -- Endothelial subset,3f1c0eb7-c2b2-435c-af1b-793670935fd9.h5ad,14177
3f31f8ce-bbf6-4df8-8203-aa240ed03026,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,"Dissection: Cerebral cortex (Cx) - Cingulate gyrus, rostral (CgGr) - Ventral division of MFC - A24",3f31f8ce-bbf6-4df8-8203-aa240ed03026.h5ad,32157
3f32121d-126b-4e8d-9f69-d86502d2a1b1,0,0,,,blood;brain;intestine;kidney;liver;lung,Insulin is expressed by enteroendocrine cells during human fetal development,10.1038/s41591-021-01586-1,fetal and neonatal human small intestine cells,3f32121d-126b-4e8d-9f69-d86502d2a1b1.h5ad,36359
3f56901c-dd4a-47d6-b60b-7b0c0111cfb2,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Head of hippocampus (HiH) - Uncal CA1-CA3,3f56901c-dd4a-47d6-b60b-7b0c0111cfb2.h5ad,37911
3f6ab2aa-6c63-4753-b652-3a9b9e7c8ee5,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,Scale-rep1,3f6ab2aa-6c63-4753-b652-3a9b9e7c8ee5.h5ad,7750
3f766409-fcd6-4553-99e8-259bc24a6be6,0,0,,,blood;brain;intestine;kidney;liver;lung,Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,10.1038/s41590-025-02241-4,Immune aging project - b cell subset,3f766409-fcd6-4553-99e8-259bc24a6be6.h5ad,272162
3faad104-2ab8-4434-816d-474d8d2641db,1248980,29,blood,normal,blood;brain;intestine;kidney;liver;lung,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease,10.1126/science.abf3041,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease,3faad104-2ab8-4434-816d-474d8d2641db.h5ad,1248980
4023a2bc-6325-47db-bfdf-9639e91042c2,61399,5,lung,normal,blood;brain;intestine;kidney;liver;lung,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,Organoid,4023a2bc-6325-47db-bfdf-9639e91042c2.h5ad,70495
40318d39-3d8f-49f4-8455-a2e1365c5c5b,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Basal nuclei (BN) - Nucleus Accumbens - NAC,40318d39-3d8f-49f4-8455-a2e1365c5c5b.h5ad,30132
40569510-2282-461b-84df-6218ef208e0e,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Hypothalamus (HTH) - tuberal region of hypothalamus - HTHtub,40569510-2282-461b-84df-6218ef208e0e.h5ad,13173
40a0ade8-6067-4e22-9224-4d3c5e9bfc0d,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell integration reveals metaplasia in inflammatory gut diseases,10.1038/s41586-024-07571-1,Extended - Myeloid_with_neutrophils,40a0ade8-6067-4e22-9224-4d3c5e9bfc0d.h5ad,52404
40e79234-65e8-45e9-b555-5c663154a108,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Supercluster: Oligodendrocyte,40e79234-65e8-45e9-b555-5c663154a108.h5ad,490246
420d0f5d-b7ba-4b1e-88d0-44e9f733febd,1712244,38,blood,normal,blood;brain;intestine;kidney;liver;lung,Multi-omic profiling reveals age-related immune dynamics in healthy adults,10.1038/s41586-025-09686-5,"Sound Life Young Adult Males, CMV-negative",420d0f5d-b7ba-4b1e-88d0-44e9f733febd.h5ad,1712244
421e5f54-5de7-425f-b399-34ead0651ce1,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Cerebral cortex (Cx) - Frontal agranular insular cortex - FI,421e5f54-5de7-425f-b399-34ead0651ce1.h5ad,34949
4269074c-f2c1-4d88-b2c3-0946f59d5449,0,0,,,blood;brain;intestine;kidney;liver;lung,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,Spatiotemporal analysis of human intestinal development at single-cell resolution: Immune,4269074c-f2c1-4d88-b2c3-0946f59d5449.h5ad,2199
429d21fd-bb9a-4abf-922b-c15138524bdd,108613,13,lung,normal,blood;brain;intestine;kidney;liver;lung,Ischemia Reperfusion Responses in Human Lung Transplants at the Single Cell Resolution,10.1016/j.ajt.2024.08.019,scRNA-seq of lung biopsies from six human lung transplant cases,429d21fd-bb9a-4abf-922b-c15138524bdd.h5ad,108613
42b6a476-c51d-4f8b-b68b-44941b3a11bf,0,0,,,blood;brain;intestine;kidney;liver;lung,Stress-induced RNA–chromatin interactions promote endothelial dysfunction,10.1038/s41467-020-18957-w,scRNA-seq data analysis of endothelium-enriched mesenteric arterial tissues from human donors,42b6a476-c51d-4f8b-b68b-44941b3a11bf.h5ad,11243
4319097a-acae-4124-beed-d1173ffe1464,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,Parse-rep1,4319097a-acae-4124-beed-d1173ffe1464.h5ad,7750
43245158-5ae1-4e71-a9a6-67eef49c26bc,0,0,,,blood;brain;intestine;kidney;liver;lung,A Coding and Non-Coding Atlas of the Human Arterial Cell,10.1101/2024.09.10.612293,scRNA-seq of vascular tissue,43245158-5ae1-4e71-a9a6-67eef49c26bc.h5ad,113304
432f3af5-6a79-401f-b315-fb2df789f32c,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,Fluent-rep1,432f3af5-6a79-401f-b315-fb2df789f32c.h5ad,7750
43560d7c-acd6-4ede-830d-c9ffc6cd0862,15216,9,liver,normal,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,10.1016/j.jhep.2023.12.023,Natural killer T cells from human healthy donor liver samples,43560d7c-acd6-4ede-830d-c9ffc6cd0862.h5ad,16665
4398dcfc-f86b-4d52-aa9f-1f2cf902c0cf,0,0,,,blood;brain;intestine;kidney;liver;lung,Chromatin accessibility during human first-trimester neurodevelopment,10.1038/s41586-024-07234-1,All_RGL,4398dcfc-f86b-4d52-aa9f-1f2cf902c0cf.h5ad,70803
43a1506b-aa9e-46a3-b288-d210f4595ddf,20475,8,lung,normal,blood;brain;intestine;kidney;liver;lung,Organoid modeling of human fetal lung alveolar development reveals mechanisms of cell fate patterning and neonatal respiratory disease,10.1016/j.stem.2022.11.013,Late tip organoid,43a1506b-aa9e-46a3-b288-d210f4595ddf.h5ad,20475
43aa19d2-c723-4822-979d-d2f0239835e0,0,0,,,blood;brain;intestine;kidney;liver;lung,Neuron type-specific effects of human aging and sex on DNA methylation and transcription,10.1016/j.neuron.2024.05.013,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),43aa19d2-c723-4822-979d-d2f0239835e0.h5ad,37121
43b7e156-65b3-4a7b-8c7a-08528e4b21d0,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Basal forebrain (BF) - substantia innominata and nearby nuclei - SI,43b7e156-65b3-4a7b-8c7a-08528e4b21d0.h5ad,38205
4442d412-91cb-4261-acca-8adf5fa04c11,0,0,,,blood;brain;intestine;kidney;liver;lung,Population-scale cross-disorder atlas of the human prefrontal cortex at single-cell resolution,10.1101/2024.10.31.24316513,Aging_Cohort,4442d412-91cb-4261-acca-8adf5fa04c11.h5ad,1332155
44882825-0da1-4547-b721-2c6105d4a9d1,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,10.1126/sciimmunol.abe6291,Human tonsil complete integrated cell set scRNA,44882825-0da1-4547-b721-2c6105d4a9d1.h5ad,32607
44941fdb-8a6f-42d5-9b34-da48c2a3f774,0,0,,,blood;brain;intestine;kidney;liver;lung,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,10.1038/s41591-024-03215-z,HTAPP-783-SMP-4081 scRNA-seq,44941fdb-8a6f-42d5-9b34-da48c2a3f774.h5ad,2276
44c83972-e5d2-4858-ac58-2df9f4bf564b,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,L5 IT - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),44c83972-e5d2-4858-ac58-2df9f4bf564b.h5ad,104106
44c93f2b-dd66-4d15-81ef-de9394c76290,0,0,,,blood;brain;intestine;kidney;liver;lung,MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,10.1038/s41586-022-05496-1,MSK SPECTRUM - Malignant and non-malignant epithelial cells,44c93f2b-dd66-4d15-81ef-de9394c76290.h5ad,210107
456e8b9b-f872-488b-871d-94534090a865,44721,19,blood,COVID-19;normal,blood;brain;intestine;kidney;liver;lung,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,10.1038/s41591-020-0944-y,Single-cell atlas of peripheral immune response to SARS-CoV-2 infection,456e8b9b-f872-488b-871d-94534090a865.h5ad,44721
4593c820-512d-4805-a10f-c0b864a7cc8c,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Amygdaloid complex (AMY) - basolateral nuclear group (BLN) - basomedial nucleus (accessory basal nucleus) - BM,4593c820-512d-4805-a10f-c0b864a7cc8c.h5ad,31090
459dc9de-9ab8-4e4d-ac44-182595b1c18b,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human retina,10.1101/2023.11.07.566105,scRNA-seq of human retina - bipolar cell subclass,459dc9de-9ab8-4e4d-ac44-182595b1c18b.h5ad,72788
460dfe21-0550-4521-92fe-db0f3036d8b0,18122,7,blood,B-cell acute lymphoblastic leukemia,blood;brain;intestine;kidney;liver;lung,Integrative single-cell multi-omics of CD19-CARpos and CARneg T cells suggest drivers of immunotherapy response in B-ALL,10.1101/2024.01.23.576878,CD19-CARpos and CARneg T cells,460dfe21-0550-4521-92fe-db0f3036d8b0.h5ad,18122
46104f0b-9af5-466a-ae0f-56b8dc1969a2,2616824,38,blood,normal,blood;brain;intestine;kidney;liver;lung,Multi-omic profiling reveals age-related immune dynamics in healthy adults,10.1038/s41586-025-09686-5,"Sound Life Young Adult Females, CMV-negative",46104f0b-9af5-466a-ae0f-56b8dc1969a2.h5ad,2616824
46f6fd9d-1bef-4ac7-a26a-b074e105b475,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human retinal pigment epithelium and the choroid,,snRNA-seq of human of the human retinal pigment epithelium and the choroid - stromal cells,46f6fd9d-1bef-4ac7-a26a-b074e105b475.h5ad,212984
46ff9dc2-3d87-4b36-91aa-ffa8aa13c52e,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Cerebral cortex (Cx) - Anterior parahippocampal gyrus (AG) - Lateral entorhinal cortex - LEC,46ff9dc2-3d87-4b36-91aa-ffa8aa13c52e.h5ad,32745
470565f2-5afc-456a-b617-18e4496c04fd,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Midbrain (RN) - Red Nucleus - RN,470565f2-5afc-456a-b617-18e4496c04fd.h5ad,4714
471647b3-04fe-4c76-8372-3264feb950e8,21848,12,blood;liver,normal,blood;brain;intestine;kidney;liver;lung,Blood and immune development in human fetal bone marrow and Down syndrome,10.1038/s41586-021-03929-x,"CD34+ Fetal Bone Marrow, Fetal Liver, Cord Blood (CITE-seq)",471647b3-04fe-4c76-8372-3264feb950e8.h5ad,27998
47214e12-ee1e-4a89-ba9e-48136cfdeef8,0,0,,,blood;brain;intestine;kidney;liver;lung,Spatially resolved multiomics of human cardiac niches,10.1038/s41586-023-06311-1,snRNA-seq data - Heart SAN atrial cardiomyocytes,47214e12-ee1e-4a89-ba9e-48136cfdeef8.h5ad,9857
4724c395-0c46-46d2-81f7-60fd271fb488,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Head of hippocampus (HiH) - Uncal DG-CA4,4724c395-0c46-46d2-81f7-60fd271fb488.h5ad,35350
47e00f43-6176-44a5-b4d1-f88a1920fcab,1750565,38,blood,normal,blood;brain;intestine;kidney;liver;lung,Multi-omic profiling reveals age-related immune dynamics in healthy adults,10.1038/s41586-025-09686-5,"Sound Life Older Adult Males, CMV-negative",47e00f43-6176-44a5-b4d1-f88a1920fcab.h5ad,1750565
48101fa2-1a63-4514-b892-53ea1d3a8657,0,0,,,blood;brain;intestine;kidney;liver;lung,Mapping the developing human immune system across organs,10.1126/science.abo0510,HSC/immune cells (all hematopoietic-derived cells),48101fa2-1a63-4514-b892-53ea1d3a8657.h5ad,589390
482954b2-0456-4901-b379-b62f99c0ab2d,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,10.1126/sciimmunol.abe6291,Human tonsil B cells scRNA,482954b2-0456-4901-b379-b62f99c0ab2d.h5ad,25728
4859642c-d155-437b-adf5-83ca6c1bef67,582,1,brain,normal,blood;brain;intestine;kidney;liver;lung,HVS: Human variation study,10.1126/science.adf2359,Endo - neocortex: Human variation study (HVS),4859642c-d155-437b-adf5-83ca6c1bef67.h5ad,582
486486d4-9462-43e5-9249-eb43fa5a49a6,0,0,,,blood;brain;intestine;kidney;liver;lung,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,T cells,486486d4-9462-43e5-9249-eb43fa5a49a6.h5ad,46140
489318a0-24c3-4f5c-b105-f084ed0ea026,0,0,,,blood;brain;intestine;kidney;liver;lung,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,Lens,489318a0-24c3-4f5c-b105-f084ed0ea026.h5ad,13900
489eaa11-c119-4a5f-b44b-81e33c80c0ef,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Cerebral cortex (Cx) - Transverse temporal gyrus (TTG) - Primary auditory cortex - A1C,489eaa11-c119-4a5f-b44b-81e33c80c0ef.h5ad,32790
48c4a72a-bc2a-4d7c-9146-a7c2ab1d7d9f,0,0,,,blood;brain;intestine;kidney;liver;lung,Comprehensive cell atlas of the first-trimester developing human brain,10.1126/science.adf1226,ClassNeuronalIPC,48c4a72a-bc2a-4d7c-9146-a7c2ab1d7d9f.h5ad,110260
492d9f77-c4c8-485d-92d7-7686fe6c8482,0,0,,,blood;brain;intestine;kidney;liver;lung,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,74 years old female - Airway Wash (3 days post-intubation),492d9f77-c4c8-485d-92d7-7686fe6c8482.h5ad,5834
493a8b60-d676-44d1-b022-d14c1ad0b36c,0,0,,,blood;brain;intestine;kidney;liver;lung,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,10.1016/j.cell.2023.11.026,Lung,493a8b60-d676-44d1-b022-d14c1ad0b36c.h5ad,318426
494faa16-c42d-4b66-8667-f66a3bcacb01,0,0,,,blood;brain;intestine;kidney;liver;lung,HTAN/HTAPP Broad - Spatio-molecular dissection of the breast cancer metastatic microenvironment,10.1038/s41591-024-03215-z,HTAPP-895-SMP-7359 scRNA-seq,494faa16-c42d-4b66-8667-f66a3bcacb01.h5ad,9958
4976b234-9028-4b4b-8a2f-8ac59d636219,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Cerebellum (CB) - Cerebellar Vermis - CBV,4976b234-9028-4b4b-8a2f-8ac59d636219.h5ad,71874
4993d61c-1d04-4630-9c61-8d9431f39adc,1167,4,liver,normal,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,10.1016/j.jhep.2023.12.023,B cells from human healthy donor liver samples,4993d61c-1d04-4630-9c61-8d9431f39adc.h5ad,1250
49dbdcb6-f1d5-4423-9999-1e4a6b67d10b,0,0,,,blood;brain;intestine;kidney;liver;lung,A human embryonic limb cell atlas resolved in space and time,10.1038/s41586-023-06806-x,skm_scRNAseq,49dbdcb6-f1d5-4423-9999-1e4a6b67d10b.h5ad,12376
4a5b00e0-1ba3-4fd4-af89-d3512eb20720,516121,9,blood,hematologic disorder;myelodysplastic syndrome;myelodysplastic/myeloproliferative disease;normal,blood;brain;intestine;kidney;liver;lung,"Human circulating hematopoietic stem and progenitor cells in aging, cytopenia and MDS",10.1038/s41591-025-03716-5,human cHSPCs - Ultima,4a5b00e0-1ba3-4fd4-af89-d3512eb20720.h5ad,516121
4a90bbba-df97-4a28-83ae-7386fe7d9167,0,0,,,blood;brain;intestine;kidney;liver;lung,High-Resolution Transcriptomic Landscape of the Human Submandibular Gland,10.1177/00220345221147908,High-Resolution Transcriptomic Landscape of the Human Submandibular Gland,4a90bbba-df97-4a28-83ae-7386fe7d9167.h5ad,15684
4b5afdf9-9299-4655-9218-c9f67b3776e7,0,0,,,blood;brain;intestine;kidney;liver;lung,Progressive plasticity during colorectal cancer metastasis,10.1038/s41586-024-08560-0,progressive_plasticity_during_crc_metastasis_untreated_epithelial,4b5afdf9-9299-4655-9218-c9f67b3776e7.h5ad,13843
4b6af54a-4a21-46e0-bc8d-673c0561a836,18386,9,lung,normal;pulmonary emphysema,blood;brain;intestine;kidney;liver;lung,Emphysema Cell Atlas,10.1016/j.immuni.2023.01.032,non-immune cells,4b6af54a-4a21-46e0-bc8d-673c0561a836.h5ad,18386
4b83f213-b96b-4c87-a884-9b81faddb194,22370,11,brain,normal,blood;brain;intestine;kidney;liver;lung,"Single cell RNA-seq of slice explant cultures of human embryo telencephalon, cultured using the Organotypic Timelapse recording with Transcriptomic Readout (OTTR) protocol for 4-29 days",10.1101/2025.07.28.667119,CortexCultures4Days11DaysInVitro,4b83f213-b96b-4c87-a884-9b81faddb194.h5ad,22370
4c4cd77c-8fee-4836-9145-16562a8782fe,0,0,,,blood;brain;intestine;kidney;liver;lung,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,Individual Single-Cell RNA-seq PBMC Data from Lee et al.,4c4cd77c-8fee-4836-9145-16562a8782fe.h5ad,43512
4c6f9f26-5470-455b-8933-c408232fbf56,2576,5,kidney,chromophobe renal cell carcinoma,blood;brain;intestine;kidney;liver;lung,"Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",10.1073/pnas.2103240118,"chRCC - Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",4c6f9f26-5470-455b-8933-c408232fbf56.h5ad,2576
4cdd25a4-f4fa-4c13-b8a9-80cf28511d46,0,0,,,blood;brain;intestine;kidney;liver;lung,A single-cell and spatially resolved atlas of human breast cancers,10.1038/s41588-021-00911-1,A single-cell and spatially-resolved atlas of human breast cancers - Stromal,4cdd25a4-f4fa-4c13-b8a9-80cf28511d46.h5ad,19601
4ce8d8ec-b94c-4b79-afcb-b094336d8a78,8219,6,liver,normal,blood;brain;intestine;kidney;liver;lung,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,10.1016/j.jhep.2023.12.023,Endothelial cells from human healthy donor liver samples,4ce8d8ec-b94c-4b79-afcb-b094336d8a78.h5ad,9422
4d2e0563-cf4a-48bd-aa7f-efc26025b53a,0,0,,,blood;brain;intestine;kidney;liver;lung,Spatiotemporal analysis of human intestinal development at single-cell resolution,10.1016/j.cell.2020.12.016,Spatiotemporal analysis of human intestinal development at single-cell resolution: Fibroblasts,4d2e0563-cf4a-48bd-aa7f-efc26025b53a.h5ad,24081
4d43082e-59cd-43ac-b77d-54d55519c881,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Cerebral cortex (Cx) - Rostral gyrus (RoG) - Dorsal division of MFC - A32,4d43082e-59cd-43ac-b77d-54d55519c881.h5ad,24808
4dd00779-7f73-4f50-89bb-e2d3c6b71b18,0,0,,,blood;brain;intestine;kidney;liver;lung,Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis,10.1016/j.cell.2019.06.029,Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis,4dd00779-7f73-4f50-89bb-e2d3c6b71b18.h5ad,34772
4dd1cd23-fc4d-4fd1-9709-602540f3ca6f,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,10.1038/s41593-022-01061-1,Human OPC Cells 10x scRNA-seq,4dd1cd23-fc4d-4fd1-9709-602540f3ca6f.h5ad,13691
4e374783-0152-423e-bcb6-b87cc232f64d,19711,1,brain,normal,blood;brain;intestine;kidney;liver;lung,HVS: Human variation study,10.1126/science.adf2359,Pvalb - neocortex: Human variation study (HVS),4e374783-0152-423e-bcb6-b87cc232f64d.h5ad,19711
4e38f019-f8e8-44ae-ad32-ba500de6f64c,0,0,,,blood;brain;intestine;kidney;liver;lung,Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration,10.1016/j.celrep.2019.12.082,Bipolar cells of human eye,4e38f019-f8e8-44ae-ad32-ba500de6f64c.h5ad,16540
4e74d843-8d7a-497a-918a-f079ef141b6d,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine,10.1084/jem.20191130,Colon,4e74d843-8d7a-497a-918a-f079ef141b6d.h5ad,4329
